"Release_Week","Region","Week","Sites_Reporting","Total_Patient_Visits","Total_ILI","Perc_Unweighted_ILI","Perc_Weighted_ILI"
"1243","Region 6",201240,139,77919,1521,1.952,1.844
"1243","Region 6",201241,151,78938,1845,2.337,2.238
"1243","Region 6",201242,149,81914,1582,1.931,1.749
"1243","Region 6",201243,129,69572,1747,2.511,2.301
"1243","Region 7",201240,71,17806,174,0.977,1.022
"1243","Region 7",201241,74,18082,172,0.951,0.92
"1243","Region 7",201242,67,18041,236,1.308,1.199
"1243","Region 7",201243,57,14407,168,1.166,1.185
"1243","Region 8",201240,114,46297,388,0.838,0.763
"1243","Region 8",201241,115,43038,400,0.929,0.858
"1243","Region 8",201242,116,47506,398,0.838,0.731
"1243","Region 8",201243,86,43642,370,0.848,0.737
"1243","Region 9",201240,173,63782,1033,1.62,1.911
"1243","Region 9",201241,166,59146,932,1.576,1.894
"1243","Region 9",201242,152,57680,970,1.682,2.179
"1243","Region 9",201243,110,41888,449,1.072,0.91
"1243","Region 10",201240,47,16061,90,0.56,0.492
"1243","Region 10",201241,46,15914,102,0.641,0.588
"1243","Region 10",201242,47,15387,104,0.676,0.624
"1243","Region 10",201243,41,12954,86,0.664,0.602
"1244","National",201240,1638,723189,8751,1.21,1.168
"1244","National",201241,1623,696133,9284,1.334,1.284
"1244","National",201242,1569,721037,8992,1.247,1.258
"1244","National",201243,1512,682416,8707,1.276,1.183
"1244","National",201244,1258,543415,8060,1.483,1.28
"1244","Region 1",201240,139,49840,289,0.58,0.54
"1244","Region 1",201241,136,43048,241,0.56,0.538
"1244","Region 1",201242,135,48306,289,0.598,0.636
"1244","Region 1",201243,132,45192,288,0.637,0.634
"1244","Region 1",201244,107,33398,192,0.575,0.605
"1244","Region 2",201240,164,111909,1509,1.348,0.804
"1244","Region 2",201241,165,107852,1658,1.537,1.201
"1244","Region 2",201242,114,106693,1392,1.305,1.163
"1244","Region 2",201243,102,100447,1416,1.41,1.192
"1244","Region 2",201244,79,78044,1190,1.525,1.167
"1244","Region 3",201240,207,116663,1307,1.12,1.047
"1244","Region 3",201241,198,111849,1371,1.226,1.072
"1244","Region 3",201242,193,110319,1316,1.193,1.032
"1244","Region 3",201243,194,113216,1257,1.11,0.818
"1244","Region 3",201244,180,89450,1235,1.381,1.067
"1244","Region 4",201240,323,125480,1344,1.071,1.015
"1244","Region 4",201241,310,119177,1427,1.197,1.18
"1244","Region 4",201242,308,126262,1401,1.11,1.173
"1244","Region 4",201243,308,123278,1503,1.219,1.187
"1244","Region 4",201244,267,95992,1508,1.571,1.392
"1244","Region 5",201240,252,89801,998,1.111,0.906
"1244","Region 5",201241,251,90903,1040,1.144,0.905
"1244","Region 5",201242,256,94302,1145,1.214,0.951
"1244","Region 5",201243,246,88622,1008,1.137,0.899
"1244","Region 5",201244,175,66309,795,1.199,1.011
"1244","Region 6",201240,141,78094,1523,1.95,1.842
"1244","Region 6",201241,153,79060,1845,2.334,2.233
"1244","Region 6",201242,155,84904,1584,1.866,1.68
"1244","Region 6",201243,149,76777,1884,2.454,2.247
"1244","Region 6",201244,135,72771,1910,2.625,2.359
"1244","Region 7",201240,73,18156,175,0.964,1.002
"1244","Region 7",201241,76,18403,174,0.945,0.904
"1244","Region 7",201242,73,19156,243,1.269,1.172
"1244","Region 7",201243,68,17136,195,1.138,1.153
"1244","Region 7",201244,63,16720,281,1.681,1.478
"1244","Region 8",201240,109,49175,404,0.822,0.764
"1244","Region 8",201241,110,46045,419,0.91,0.837
"1244","Region 8",201242,113,50174,410,0.817,0.727
"1244","Region 8",201243,109,49080,388,0.791,0.703
"1244","Region 8",201244,102,47342,493,1.041,0.903
"1244","Region 9",201240,181,67752,1110,1.638,1.901
"1244","Region 9",201241,176,63615,1006,1.581,1.863
"1244","Region 9",201242,172,65116,1105,1.697,2.059
"1244","Region 9",201243,158,54477,673,1.235,1.287
"1244","Region 9",201244,110,30336,331,1.091,1.095
"1244","Region 10",201240,49,16319,92,0.564,0.489
"1244","Region 10",201241,48,16181,103,0.637,0.582
"1244","Region 10",201242,50,15805,107,0.677,0.618
"1244","Region 10",201243,46,14191,95,0.669,0.587
"1244","Region 10",201244,40,13053,125,0.958,0.867
"1245","National",201240,1663,728855,8776,1.204,1.166
"1245","National",201241,1648,702472,9345,1.33,1.287
"1245","National",201242,1614,731261,9169,1.254,1.279
"1245","National",201243,1583,700974,9002,1.284,1.198
"1245","National",201244,1490,619480,9035,1.458,1.312
"1245","National",201245,1299,583631,9084,1.556,1.432
"1245","Region 1",201240,141,51248,294,0.574,0.54
"1245","Region 1",201241,138,43946,248,0.564,0.562
"1245","Region 1",201242,141,50748,306,0.603,0.681
"1245","Region 1",201243,138,47662,303,0.636,0.664
"1245","Region 1",201244,126,38849,243,0.625,0.669
"1245","Region 1",201245,111,38674,199,0.515,0.602
"1245","Region 2",201240,167,112190,1509,1.345,0.802
"1245","Region 2",201241,168,108182,1659,1.534,1.2
"1245","Region 2",201242,117,106999,1392,1.301,1.156
"1245","Region 2",201243,110,101717,1430,1.406,1.18
"1245","Region 2",201244,97,80130,1199,1.496,1.102
"1245","Region 2",201245,86,83617,1089,1.302,1.255
"1245","Region 3",201240,208,117031,1309,1.119,1.044
"1245","Region 3",201241,199,112125,1371,1.223,1.067
"1245","Region 3",201242,198,111771,1369,1.225,1.105
"1245","Region 3",201243,200,114641,1309,1.142,0.887
"1245","Region 3",201244,193,91772,1280,1.395,1.133
"1245","Region 3",201245,175,93922,1259,1.34,1.148
"1245","Region 4",201240,328,126436,1351,1.069,1.009
"1245","Region 4",201241,315,120300,1432,1.19,1.169
"1245","Region 4",201242,316,127724,1474,1.154,1.223
"1245","Region 4",201243,323,126281,1603,1.269,1.245
"1245","Region 4",201244,311,107014,1676,1.566,1.381
"1245","Region 4",201245,280,103433,2103,2.033,1.731
"1245","Region 5",201240,255,90458,1005,1.111,0.91
"1245","Region 5",201241,254,91443,1039,1.136,0.898
"1245","Region 5",201242,260,95515,1145,1.199,0.94
"1245","Region 5",201243,254,91767,1056,1.151,0.897
"1245","Region 5",201244,230,89810,1102,1.227,0.964
"1245","Region 5",201245,170,62049,580,0.935,0.842
"1245","Region 6",201240,144,78398,1524,1.944,1.837
"1245","Region 6",201241,156,79442,1848,2.326,2.23
"1245","Region 6",201242,158,85188,1587,1.863,1.679
"1245","Region 6",201243,153,77663,1911,2.461,2.263
"1245","Region 6",201244,152,77868,1959,2.516,2.338
"1245","Region 6",201245,145,78822,2377,3.016,2.77
"1245","Region 7",201240,76,18740,178,0.95,0.995
"1245","Region 7",201241,79,19138,178,0.93,0.893
"1245","Region 7",201242,78,20002,250,1.25,1.171
"1245","Region 7",201243,75,18551,202,1.089,1.13
"1245","Region 7",201244,74,18507,286,1.545,1.389
"1245","Region 7",201245,67,14985,259,1.728,1.747
"1245","Region 8",201240,110,49769,404,0.812,0.76
"1245","Region 8",201241,111,46678,419,0.898,0.833
"1245","Region 8",201242,114,50794,410,0.807,0.722
"1245","Region 8",201243,112,50125,404,0.806,0.719
"1245","Region 8",201244,109,49482,510,1.031,0.909
"1245","Region 8",201245,100,47714,496,1.04,0.917
"1245","Region 9",201240,184,68232,1110,1.627,1.897
"1245","Region 9",201241,179,64997,1048,1.612,1.908
"1245","Region 9",201242,179,65951,1128,1.71,2.09
"1245","Region 9",201243,168,56697,688,1.213,1.26
"1245","Region 9",201244,150,50634,650,1.284,1.4
"1245","Region 9",201245,124,46941,594,1.265,1.315
"1245","Region 10",201240,50,16353,92,0.563,0.489
"1245","Region 10",201241,49,16221,103,0.635,0.582
"1245","Region 10",201242,53,16569,108,0.652,0.606
"1245","Region 10",201243,50,15870,96,0.605,0.559
"1245","Region 10",201244,48,15414,130,0.843,0.802
"1245","Region 10",201245,41,13474,128,0.95,0.843
"1246","National",201240,1680,735196,8864,1.206,1.168
"1246","National",201241,1667,709242,9514,1.341,1.312
"1246","National",201242,1687,747933,9827,1.314,1.318
"1246","National",201243,1662,718577,9691,1.349,1.257
"1246","National",201244,1596,657986,9745,1.481,1.371
"1246","National",201245,1558,672117,10928,1.626,1.542
"1246","National",201246,1203,537599,9356,1.74,1.586
"1246","Region 1",201240,142,51248,294,0.574,0.54
"1246","Region 1",201241,139,44003,248,0.564,0.562
"1246","Region 1",201242,143,51529,307,0.596,0.656
"1246","Region 1",201243,139,47713,303,0.635,0.664
"1246","Region 1",201244,131,39662,247,0.623,0.666
"1246","Region 1",201245,128,43288,257,0.594,0.663
"1246","Region 1",201246,110,38225,247,0.646,0.711
"1246","Region 2",201240,168,112245,1509,1.344,0.802
"1246","Region 2",201241,169,108254,1659,1.533,1.198
"1246","Region 2",201242,169,116403,1855,1.594,1.249
"1246","Region 2",201243,162,111454,1881,1.688,1.264
"1246","Region 2",201244,142,85299,1513,1.774,1.181
"1246","Region 2",201245,151,95480,1543,1.616,1.313
"1246","Region 2",201246,112,98706,1689,1.711,1.203
"1246","Region 3",201240,208,117031,1309,1.119,1.044
"1246","Region 3",201241,199,112125,1371,1.223,1.067
"1246","Region 3",201242,199,111842,1369,1.224,1.103
"1246","Region 3",201243,202,115068,1309,1.138,0.879
"1246","Region 3",201244,196,92596,1323,1.429,1.254
"1246","Region 3",201245,192,100128,1385,1.383,1.307
"1246","Region 3",201246,163,92346,1433,1.552,1.292
"1246","Region 4",201240,332,128269,1358,1.059,1.005
"1246","Region 4",201241,319,122137,1444,1.182,1.166
"1246","Region 4",201242,321,129724,1518,1.17,1.274
"1246","Region 4",201243,328,128122,1643,1.282,1.282
"1246","Region 4",201244,325,125632,1738,1.383,1.413
"1246","Region 4",201245,307,126693,2237,1.766,1.667
"1246","Region 4",201246,235,80594,1636,2.03,2.109
"1246","Region 5",201240,257,90930,1005,1.105,0.904
"1246","Region 5",201241,256,91886,1039,1.131,0.894
"1246","Region 5",201242,262,96040,1145,1.192,0.934
"1246","Region 5",201243,257,92406,1068,1.156,0.904
"1246","Region 5",201244,243,93695,1166,1.244,0.973
"1246","Region 5",201245,241,87718,1281,1.46,1.117
"1246","Region 5",201246,187,61437,974,1.585,1.212
"1246","Region 6",201240,144,78398,1524,1.944,1.837
"1246","Region 6",201241,157,79677,1849,2.321,2.223
"1246","Region 6",201242,159,85412,1587,1.858,1.672
"1246","Region 6",201243,154,77854,1912,2.456,2.257
"1246","Region 6",201244,154,78252,1970,2.518,2.331
"1246","Region 6",201245,152,80801,2459,3.043,2.813
"1246","Region 6",201246,116,64376,2059,3.198,2.822
"1246","Region 7",201240,78,21457,249,1.16,1.153
"1246","Region 7",201241,81,21088,246,1.167,1.1
"1246","Region 7",201242,80,21357,320,1.498,1.413
"1246","Region 7",201243,78,20225,278,1.375,1.398
"1246","Region 7",201244,78,21767,371,1.704,1.621
"1246","Region 7",201245,78,18692,334,1.787,1.818
"1246","Region 7",201246,56,14066,261,1.856,1.857
"1246","Region 8",201240,110,49769,404,0.812,0.76
"1246","Region 8",201241,111,46678,419,0.898,0.833
"1246","Region 8",201242,114,50794,410,0.807,0.722
"1246","Region 8",201243,112,50125,404,0.806,0.719
"1246","Region 8",201244,109,49482,510,1.031,0.909
"1246","Region 8",201245,106,49721,505,1.016,0.912
"1246","Region 8",201246,79,39591,511,1.291,1.022
"1246","Region 9",201240,190,69099,1110,1.606,1.861
"1246","Region 9",201241,186,66797,1122,1.68,1.996
"1246","Region 9",201242,186,67846,1187,1.75,2.129
"1246","Region 9",201243,177,58648,776,1.323,1.435
"1246","Region 9",201244,165,55125,759,1.377,1.52
"1246","Region 9",201245,155,54395,774,1.423,1.585
"1246","Region 9",201246,104,35471,471,1.328,1.303
"1246","Region 10",201240,51,16750,102,0.609,0.557
"1246","Region 10",201241,50,16597,117,0.705,0.68
"1246","Region 10",201242,54,16986,129,0.759,0.761
"1246","Region 10",201243,53,16962,117,0.69,0.689
"1246","Region 10",201244,53,16476,148,0.898,0.904
"1246","Region 10",201245,48,15201,153,1.007,0.915
"1246","Region 10",201246,41,12787,75,0.587,0.596
"1247","National",201240,1816,745396,9001,1.208,1.198
"1247","National",201241,1807,750731,9667,1.288,1.317
"1247","National",201242,1828,759848,10025,1.319,1.347
"1247","National",201243,1693,731707,9911,1.355,1.289
"1247","National",201244,1638,670620,9965,1.486,1.395
"1247","National",201245,1645,703495,11379,1.617,1.565
"1247","National",201246,1557,669750,11558,1.726,1.624
"1247","National",201247,1386,490021,11889,2.426,2.152
"1247","Region 1",201240,144,51472,296,0.575,0.544
"1247","Region 1",201241,142,44333,250,0.564,0.57
"1247","Region 1",201242,146,51811,307,0.593,0.649
"1247","Region 1",201243,144,48103,303,0.63,0.655
"1247","Region 1",201244,138,40266,274,0.68,0.741
"1247","Region 1",201245,139,44858,285,0.635,0.743
"1247","Region 1",201246,136,45222,332,0.734,0.792
"1247","Region 1",201247,119,29163,269,0.922,0.931
"1247","Region 2",201240,286,116813,1556,1.332,1.003
"1247","Region 2",201241,288,143306,1720,1.2,1.151
"1247","Region 2",201242,287,121010,1891,1.563,1.342
"1247","Region 2",201243,164,116206,1953,1.681,1.442
"1247","Region 2",201244,145,87211,1535,1.76,1.29
"1247","Region 2",201245,156,99812,1608,1.611,1.589
"1247","Region 2",201246,154,107597,1832,1.703,1.564
"1247","Region 2",201247,139,92236,2057,2.23,2.377
"1247","Region 3",201240,210,118973,1311,1.102,1.04
"1247","Region 3",201241,201,114201,1377,1.206,1.063
"1247","Region 3",201242,201,113980,1370,1.202,1.095
"1247","Region 3",201243,204,117280,1311,1.118,0.873
"1247","Region 3",201244,198,92903,1324,1.425,1.254
"1247","Region 3",201245,198,105820,1407,1.33,1.162
"1247","Region 3",201246,190,105447,1516,1.438,1.153
"1247","Region 3",201247,184,88476,1647,1.862,1.535
"1247","Region 4",201240,337,129871,1362,1.049,0.988
"1247","Region 4",201241,324,123836,1448,1.169,1.145
"1247","Region 4",201242,326,131392,1519,1.156,1.249
"1247","Region 4",201243,335,130436,1655,1.269,1.264
"1247","Region 4",201244,333,127833,1761,1.378,1.416
"1247","Region 4",201245,325,130397,2347,1.8,1.752
"1247","Region 4",201246,307,120163,2554,2.125,2.131
"1247","Region 4",201247,280,78380,2735,3.489,2.842
"1247","Region 5",201240,259,91596,1040,1.135,0.955
"1247","Region 5",201241,259,92721,1072,1.156,0.936
"1247","Region 5",201242,265,96928,1193,1.231,0.995
"1247","Region 5",201243,260,93111,1099,1.18,0.947
"1247","Region 5",201244,248,95187,1190,1.25,0.986
"1247","Region 5",201245,253,92132,1330,1.444,1.131
"1247","Region 5",201246,235,79296,1300,1.639,1.325
"1247","Region 5",201247,205,52598,1077,2.048,1.736
"1247","Region 6",201240,146,78786,1562,1.983,1.894
"1247","Region 6",201241,159,80107,1885,2.353,2.275
"1247","Region 6",201242,161,85785,1631,1.901,1.742
"1247","Region 6",201243,156,78219,1945,2.487,2.306
"1247","Region 6",201244,156,78639,2004,2.548,2.384
"1247","Region 6",201245,160,83042,2512,3.025,2.802
"1247","Region 6",201246,139,76014,2307,3.035,2.687
"1247","Region 6",201247,130,61316,2676,4.364,4.157
"1247","Region 7",201240,81,21661,251,1.159,1.15
"1247","Region 7",201241,84,21292,251,1.179,1.11
"1247","Region 7",201242,83,21525,320,1.487,1.401
"1247","Region 7",201243,81,20415,280,1.372,1.394
"1247","Region 7",201244,81,21970,373,1.698,1.618
"1247","Region 7",201245,84,19983,337,1.686,1.7
"1247","Region 7",201246,80,18671,319,1.709,1.828
"1247","Region 7",201247,77,13422,298,2.22,2.464
"1247","Region 8",201240,110,49770,404,0.812,0.76
"1247","Region 8",201241,111,46679,419,0.898,0.833
"1247","Region 8",201242,114,50804,410,0.807,0.722
"1247","Region 8",201243,112,50206,401,0.799,0.714
"1247","Region 8",201244,110,49780,511,1.027,0.906
"1247","Region 8",201245,107,50657,508,1.003,0.904
"1247","Region 8",201246,108,50086,560,1.118,1.016
"1247","Region 8",201247,92,35159,607,1.726,1.442
"1247","Region 9",201240,192,69704,1117,1.602,1.862
"1247","Region 9",201241,189,67659,1128,1.667,1.994
"1247","Region 9",201242,191,69627,1255,1.802,2.182
"1247","Region 9",201243,184,60769,847,1.394,1.482
"1247","Region 9",201244,176,60355,845,1.4,1.532
"1247","Region 9",201245,174,61272,891,1.454,1.558
"1247","Region 9",201246,164,53124,696,1.31,1.3
"1247","Region 9",201247,119,28995,384,1.324,1.094
"1247","Region 10",201240,51,16750,102,0.609,0.557
"1247","Region 10",201241,50,16597,117,0.705,0.68
"1247","Region 10",201242,54,16986,129,0.759,0.761
"1247","Region 10",201243,53,16962,117,0.69,0.689
"1247","Region 10",201244,53,16476,148,0.898,0.904
"1247","Region 10",201245,49,15522,154,0.992,0.903
"1247","Region 10",201246,44,14130,142,1.005,0.836
"1247","Region 10",201247,41,10276,139,1.353,0.964
"1248","National",201240,1837,750326,9149,1.219,1.224
"1248","National",201241,1827,756260,9809,1.297,1.329
"1248","National",201242,1852,765672,10102,1.319,1.338
"1248","National",201243,1722,747106,10391,1.391,1.394
"1248","National",201244,1682,688481,10526,1.529,1.504
"1248","National",201245,1702,725398,11906,1.641,1.657
"1248","National",201246,1656,704931,12330,1.749,1.757
"1248","National",201247,1598,556342,13124,2.359,2.318
"1248","National",201248,1445,656464,14817,2.257,1.935
"1248","Region 1",201240,149,52648,300,0.57,0.552
"1248","Region 1",201241,145,44895,252,0.561,0.576
"1248","Region 1",201242,148,52457,309,0.589,0.649
"1248","Region 1",201243,147,51291,304,0.593,0.62
"1248","Region 1",201244,144,43299,279,0.644,0.707
"1248","Region 1",201245,146,48774,286,0.586,0.699
"1248","Region 1",201246,146,49211,333,0.677,0.739
"1248","Region 1",201247,137,33382,287,0.86,0.892
"1248","Region 1",201248,120,42125,381,0.904,0.899
"1248","Region 2",201240,291,117591,1559,1.326,0.993
"1248","Region 2",201241,292,143945,1726,1.199,1.156
"1248","Region 2",201242,294,121706,1897,1.559,1.33
"1248","Region 2",201243,172,118144,1964,1.662,1.398
"1248","Region 2",201244,153,89406,1551,1.735,1.272
"1248","Region 2",201245,168,102909,1625,1.579,1.492
"1248","Region 2",201246,167,110871,1859,1.677,1.492
"1248","Region 2",201247,155,94326,2072,2.197,2.082
"1248","Region 2",201248,149,105023,2536,2.415,2.08
"1248","Region 3",201240,211,119036,1311,1.101,1.039
"1248","Region 3",201241,202,114255,1377,1.205,1.062
"1248","Region 3",201242,203,114279,1370,1.199,1.087
"1248","Region 3",201243,207,118083,1313,1.112,0.863
"1248","Region 3",201244,201,93484,1327,1.419,1.243
"1248","Region 3",201245,202,106746,1417,1.327,1.163
"1248","Region 3",201246,196,106592,1525,1.431,1.148
"1248","Region 3",201247,203,95319,1775,1.862,1.645
"1248","Region 3",201248,185,108009,2015,1.866,1.424
"1248","Region 4",201240,343,132036,1501,1.137,1.128
"1248","Region 4",201241,330,126456,1565,1.238,1.22
"1248","Region 4",201242,332,133904,1577,1.178,1.24
"1248","Region 4",201243,340,132386,1714,1.295,1.285
"1248","Region 4",201244,342,130479,1840,1.41,1.428
"1248","Region 4",201245,335,133215,2360,1.772,1.705
"1248","Region 4",201246,331,123940,2660,2.146,2.136
"1248","Region 4",201247,326,97331,3036,3.119,2.867
"1248","Region 4",201248,297,126428,3628,2.87,2.66
"1248","Region 5",201240,259,91596,1040,1.135,0.955
"1248","Region 5",201241,259,92721,1072,1.156,0.936
"1248","Region 5",201242,265,96928,1193,1.231,0.995
"1248","Region 5",201243,262,93371,1103,1.181,0.95
"1248","Region 5",201244,252,95745,1223,1.277,1.023
"1248","Region 5",201245,255,92277,1359,1.473,1.172
"1248","Region 5",201246,247,87823,1329,1.513,1.247
"1248","Region 5",201247,235,64741,1182,1.826,1.599
"1248","Region 5",201248,216,79882,1354,1.695,1.396
"1248","Region 6",201240,146,78786,1562,1.983,1.894
"1248","Region 6",201241,159,80107,1885,2.353,2.275
"1248","Region 6",201242,161,85785,1631,1.901,1.742
"1248","Region 6",201243,156,78219,1945,2.487,2.306
"1248","Region 6",201244,156,78639,2004,2.548,2.384
"1248","Region 6",201245,162,83253,2512,3.017,2.796
"1248","Region 6",201246,144,77204,2378,3.08,2.762
"1248","Region 6",201247,143,64521,2824,4.377,4.163
"1248","Region 6",201248,144,81697,3284,4.02,3.898
"1248","Region 7",201240,82,22161,253,1.142,1.147
"1248","Region 7",201241,85,21860,253,1.157,1.103
"1248","Region 7",201242,84,21992,320,1.455,1.388
"1248","Region 7",201243,82,20897,284,1.359,1.395
"1248","Region 7",201244,84,22647,378,1.669,1.585
"1248","Region 7",201245,88,20809,339,1.629,1.657
"1248","Region 7",201246,87,20380,331,1.624,1.75
"1248","Region 7",201247,86,14822,303,2.044,2.255
"1248","Region 7",201248,71,19756,379,1.918,2.035
"1248","Region 8",201240,110,49772,404,0.812,0.76
"1248","Region 8",201241,111,46685,419,0.898,0.833
"1248","Region 8",201242,114,50812,410,0.807,0.722
"1248","Region 8",201243,112,50252,401,0.798,0.714
"1248","Region 8",201244,110,49811,512,1.028,0.907
"1248","Region 8",201245,108,50905,510,1.002,0.904
"1248","Region 8",201246,111,51437,564,1.096,1.01
"1248","Region 8",201247,101,37742,626,1.659,1.459
"1248","Region 8",201248,103,52051,792,1.522,1.301
"1248","Region 9",201240,195,69950,1117,1.597,1.854
"1248","Region 9",201241,194,68739,1143,1.663,1.972
"1248","Region 9",201242,197,70823,1266,1.788,2.154
"1248","Region 9",201243,191,67500,1245,1.844,2.166
"1248","Region 9",201244,187,68495,1264,1.845,2.214
"1248","Region 9",201245,188,70947,1343,1.893,2.254
"1248","Region 9",201246,180,62941,1195,1.899,2.231
"1248","Region 9",201247,166,43299,879,2.03,2.454
"1248","Region 9",201248,124,33101,328,0.991,0.876
"1248","Region 10",201240,51,16750,102,0.609,0.557
"1248","Region 10",201241,50,16597,117,0.705,0.68
"1248","Region 10",201242,54,16986,129,0.759,0.761
"1248","Region 10",201243,53,16963,118,0.696,0.698
"1248","Region 10",201244,53,16476,148,0.898,0.904
"1248","Region 10",201245,50,15563,155,0.996,0.909
"1248","Region 10",201246,47,14532,156,1.073,0.936
"1248","Region 10",201247,46,10859,140,1.289,0.945
"1248","Region 10",201248,36,8392,120,1.43,1.109
"1249","National",201240,1860,760501,9167,1.205,1.212
"1249","National",201241,1851,765565,9831,1.284,1.317
"1249","National",201242,1877,777153,10130,1.303,1.322
"1249","National",201243,1747,758141,10432,1.376,1.381
"1249","National",201244,1710,700360,10560,1.508,1.486
"1249","National",201245,1738,740509,12084,1.632,1.646
"1249","National",201246,1715,724802,12673,1.748,1.755
"1249","National",201247,1679,576736,13564,2.352,2.306
"1249","National",201248,1655,742123,16743,2.256,2.161
"1249","National",201249,1412,679886,20905,3.075,2.848
"1249","Region 1",201240,152,53990,300,0.556,0.531
"1249","Region 1",201241,149,46483,252,0.542,0.546
"1249","Region 1",201242,152,54167,309,0.57,0.61
"1249","Region 1",201243,151,53022,304,0.573,0.582
"1249","Region 1",201244,148,44759,279,0.623,0.663
"1249","Region 1",201245,152,50882,286,0.562,0.643
"1249","Region 1",201246,154,51210,337,0.658,0.711
"1249","Region 1",201247,148,34726,292,0.841,0.883
"1249","Region 1",201248,145,51112,418,0.818,0.813
"1249","Region 1",201249,124,45358,567,1.25,1.18
"1249","Region 2",201240,297,118069,1563,1.324,1
"1249","Region 2",201241,298,144351,1729,1.198,1.157
