"Release_Week","Region","Week","Sites_Reporting","ILI_0_4_years","ILI_5_24_years","ILI_25_49_years","ILI_50_64_years","ILI_65_plus_years","Total_ILI","Total_Patient_Visits","Perc_Unweighted_ILI","Perc_Weighted_ILI"
"1414","Region 4",201349,327,1071,1669,866,290,147,4043,145740,2.77,2.28
"1414","Region 4",201350,326,1005,1540,793,268,162,3768,133830,2.82,2.39
"1414","Region 4",201351,320,1219,1693,1170,411,134,4627,126747,3.65,3.25
"1414","Region 4",201352,307,1192,1212,1166,495,224,4289,87112,4.92,4.65
"1414","Region 4",201401,327,1245,1145,1468,611,290,4759,111967,4.25,3.91
"1414","Region 4",201402,322,937,1337,1200,521,226,4221,130532,3.23,3.11
"1414","Region 4",201403,329,892,1666,1082,410,231,4281,143868,2.98,2.87
"1414","Region 4",201404,327,857,1436,822,408,184,3707,124111,2.99,2.95
"1414","Region 4",201405,316,641,1369,709,300,166,3185,122595,2.6,2.69
"1414","Region 4",201406,312,617,1178,651,290,145,2881,130430,2.21,2.19
"1414","Region 4",201407,306,471,875,488,215,116,2165,103911,2.08,2.01
"1414","Region 4",201408,307,459,801,429,168,91,1948,123855,1.57,1.55
"1414","Region 4",201409,301,422,784,364,159,111,1840,129996,1.42,1.38
"1414","Region 4",201410,294,398,637,345,147,87,1614,110612,1.46,1.37
"1414","Region 4",201411,281,333,411,262,119,60,1185,111212,1.07,1.17
"1414","Region 4",201412,286,316,493,243,113,70,1235,116297,1.06,1.09
"1414","Region 4",201413,270,307,453,260,87,69,1176,120188,0.98,1.02
"1414","Region 4",201414,238,247,389,190,98,62,986,103060,0.96,0.92
"1414","Region 5",201340,269,402,435,207,110,76,1230,107462,1.14,0.89
"1414","Region 5",201341,283,480,468,241,99,93,1381,111292,1.24,1.03
"1414","Region 5",201342,280,452,490,227,118,84,1371,110644,1.24,0.97
"1414","Region 5",201343,285,501,556,238,122,91,1508,111656,1.35,1.11
"1414","Region 5",201344,286,546,557,243,129,97,1572,110613,1.42,1.18
"1414","Region 5",201345,277,521,553,259,137,84,1554,108097,1.44,1.19
"1414","Region 5",201346,284,558,509,267,119,96,1549,109373,1.42,1.13
"1414","Region 5",201347,285,535,550,260,120,70,1535,104199,1.47,1.16
"1414","Region 5",201348,282,530,447,269,120,97,1463,75727,1.93,1.6
"1414","Region 5",201349,285,688,619,348,157,116,1928,103193,1.87,1.49
"1414","Region 5",201350,283,675,664,374,152,85,1950,94114,2.07,1.68
"1414","Region 5",201351,283,807,765,538,199,116,2425,97555,2.49,2.09
"1414","Region 5",201352,284,968,786,643,249,129,2775,69100,4.02,3.49
"1414","Region 5",201401,282,943,627,787,363,204,2924,75398,3.88,3.32
"1414","Region 5",201402,299,791,624,717,343,159,2634,87511,3.01,2.68
"1414","Region 5",201403,289,746,797,676,306,172,2697,104539,2.58,2.38
"1414","Region 5",201404,291,708,890,537,244,139,2518,97068,2.59,2.49
"1414","Region 5",201405,292,565,709,487,219,118,2098,96365,2.18,2.1
"1414","Region 5",201406,296,526,720,421,194,93,1954,99618,1.96,1.91
"1414","Region 5",201407,287,572,657,401,162,99,1891,102699,1.84,1.75
"1414","Region 5",201408,285,583,679,412,179,114,1967,103122,1.91,1.86
"1414","Region 5",201409,285,581,703,365,171,107,1927,107299,1.8,1.67
"1414","Region 5",201410,272,540,567,346,169,91,1713,101646,1.69,1.62
"1414","Region 5",201411,266,558,562,327,156,91,1694,100125,1.69,1.52
"1414","Region 5",201412,258,468,488,341,151,107,1555,98038,1.59,1.51
"1414","Region 5",201413,237,505,515,315,131,80,1546,93160,1.66,1.37
"1414","Region 5",201414,210,483,484,273,134,88,1462,85035,1.72,1.4
"1414","Region 6",201340,236,585,709,418,120,78,1910,92600,2.06,2.12
"1414","Region 6",201341,247,644,774,469,163,103,2153,97092,2.22,2.24
"1414","Region 6",201342,246,669,728,506,151,81,2135,90860,2.35,2.44
"1414","Region 6",201343,251,716,888,559,161,69,2393,100198,2.39,2.37
"1414","Region 6",201344,249,757,807,505,191,102,2362,94371,2.5,2.51
"1414","Region 6",201345,241,780,987,566,187,84,2604,91242,2.85,2.91
"1414","Region 6",201346,249,884,1112,786,261,109,3152,99068,3.18,3.31
"1414","Region 6",201347,236,867,1258,890,249,89,3353,97614,3.43,3.7
"1414","Region 6",201348,248,896,942,936,286,123,3183,77021,4.13,4.39
"1414","Region 6",201349,246,937,1417,1445,474,200,4473,96795,4.62,4.95
"1414","Region 6",201350,251,993,1800,1635,548,199,5175,96431,5.37,5.61
"1414","Region 6",201351,240,1161,2313,2288,742,207,6711,97113,6.91,8.01
"1414","Region 6",201352,243,1650,1995,2530,950,323,7448,80698,9.23,9.87
"1414","Region 6",201401,248,1656,1835,2799,1037,468,7795,93576,8.33,8.67
"1414","Region 6",201402,243,1273,1834,2315,876,353,6651,96522,6.89,6.94
"1414","Region 6",201403,239,1121,1865,1852,617,282,5737,99907,5.74,5.78
"1414","Region 6",201404,238,1001,1543,1375,475,209,4603,91464,5.03,5.19
"1414","Region 6",201405,248,1055,1615,1261,430,233,4594,96161,4.78,5.24
"1414","Region 6",201406,247,905,1255,1069,416,210,3855,96297,4,4.45
"1414","Region 6",201407,231,745,1179,877,299,192,3292,93904,3.51,3.68
"1414","Region 6",201408,235,782,1179,881,281,133,3256,96912,3.36,3.68
"1414","Region 6",201409,222,695,1050,741,234,140,2860,90180,3.17,3.44
"1414","Region 6",201410,228,738,946,773,233,130,2820,91033,3.1,3.34
"1414","Region 6",201411,219,593,722,655,242,139,2351,88202,2.67,3.02
"1414","Region 6",201412,216,616,809,680,247,135,2487,90640,2.74,2.95
"1414","Region 6",201413,210,493,816,606,192,95,2202,83645,2.63,2.79
"1414","Region 6",201414,203,500,783,546,204,87,2120,84500,2.51,2.62
"1414","Region 7",201340,90,48,71,39,17,7,182,53575,0.34,0.65
"1414","Region 7",201341,91,66,89,44,16,21,236,53465,0.44,0.85
"1414","Region 7",201342,96,48,93,47,16,13,217,55016,0.39,0.71
"1414","Region 7",201343,93,61,107,66,26,16,276,56232,0.49,0.91
"1414","Region 7",201344,90,82,98,49,18,21,268,53411,0.5,0.8
"1414","Region 7",201345,92,74,113,73,19,11,290,55029,0.53,0.89
"1414","Region 7",201346,92,57,107,55,13,11,243,51839,0.47,0.86
"1414","Region 7",201347,91,64,120,67,18,21,290,49916,0.58,1.04
"1414","Region 7",201348,92,55,63,71,20,11,220,38743,0.57,1.12
"1414","Region 7",201349,95,70,145,88,23,16,342,52044,0.66,1.26
"1414","Region 7",201350,94,71,162,108,38,16,395,49192,0.8,1.53
"1414","Region 7",201351,94,125,259,191,44,21,640,47082,1.36,2.81
"1414","Region 7",201352,93,173,213,238,91,31,746,32419,2.3,4.48
"1414","Region 7",201401,93,167,236,296,75,50,824,39270,2.1,4.06
"1414","Region 7",201402,93,170,240,252,77,39,778,46034,1.69,3.05
"1414","Region 7",201403,93,210,334,235,85,50,914,50290,1.82,3.06
"1414","Region 7",201404,94,173,334,218,87,33,845,49302,1.71,2.95
"1414","Region 7",201405,92,167,361,203,47,30,808,50016,1.62,2.76
"1414","Region 7",201406,91,127,197,132,40,33,529,45872,1.15,2.05
"1414","Region 7",201407,93,121,158,124,47,20,470,48624,0.97,1.6
"1414","Region 7",201408,89,90,154,110,28,32,414,46346,0.89,1.39
"1414","Region 7",201409,86,90,146,95,26,27,384,52810,0.73,1.19
"1414","Region 7",201410,87,90,107,62,18,28,305,49047,0.62,1.09
"1414","Region 7",201411,78,88,124,83,30,21,346,47441,0.73,1.36
"1414","Region 7",201412,83,79,65,65,26,18,253,43268,0.58,0.99
"1414","Region 7",201413,80,51,61,40,18,23,193,47282,0.41,0.87
"1414","Region 7",201414,57,51,62,52,22,15,202,42391,0.48,1.11
"1414","Region 8",201340,118,111,178,74,28,17,408,53433,0.76,0.69
"1414","Region 8",201341,120,133,194,101,45,18,491,57720,0.85,0.74
"1414","Region 8",201342,118,111,149,93,23,15,391,54150,0.72,0.64
"1414","Region 8",201343,123,143,245,89,31,30,538,59247,0.91,0.81
"1414","Region 8",201344,113,198,229,151,53,15,646,70956,0.91,0.72
"1414","Region 8",201345,119,203,249,157,66,20,695,75584,0.92,0.75
"1414","Region 8",201346,117,172,233,134,33,23,595,68385,0.87,0.7
"1414","Region 8",201347,118,273,353,218,83,26,953,74781,1.27,0.95
"1414","Region 8",201348,119,288,302,203,57,44,894,65715,1.36,1
"1414","Region 8",201349,118,186,330,250,57,36,859,52158,1.65,1.53
"1414","Region 8",201350,118,197,413,248,78,31,967,55657,1.74,1.6
"1414","Region 8",201351,111,352,660,502,168,47,1729,75785,2.28,2
"1414","Region 8",201352,115,378,547,521,175,79,1700,44142,3.85,3.67
"1414","Region 8",201401,116,331,333,534,193,89,1480,49001,3.02,2.96
"1414","Region 8",201402,119,310,488,487,191,96,1572,58955,2.67,2.57
"1414","Region 8",201403,119,294,437,402,162,85,1380,58290,2.37,2.26
"1414","Region 8",201404,119,294,421,353,116,65,1249,55975,2.23,2.1
"1414","Region 8",201405,118,255,387,279,112,47,1080,55669,1.94,1.79
"1414","Region 8",201406,119,258,390,247,112,26,1033,55269,1.87,1.77
"1414","Region 8",201407,117,225,347,225,81,43,921,55598,1.66,1.5
"1414","Region 8",201408,119,260,342,198,91,37,928,56537,1.64,1.51
"1414","Region 8",201409,118,226,333,167,53,34,813,59208,1.37,1.23
"1414","Region 8",201410,105,206,308,166,55,27,762,52940,1.44,1.38
"1414","Region 8",201411,118,202,295,124,47,39,707,59145,1.2,1.12
"1414","Region 8",201412,116,196,268,133,32,16,645,58538,1.1,0.99
"1414","Region 8",201413,113,160,218,129,46,18,571,55665,1.03,0.91
"1414","Region 8",201414,59,50,70,45,16,8,189,32230,0.59,0.57
"1414","Region 9",201340,250,232,398,182,80,76,968,82520,1.17,1.38
"1414","Region 9",201341,251,313,474,193,121,103,1204,84214,1.43,1.62
"1414","Region 9",201342,249,336,419,198,105,84,1142,80805,1.41,1.63
"1414","Region 9",201343,253,314,418,206,118,95,1151,84301,1.37,1.62
"1414","Region 9",201344,261,312,482,242,152,104,1292,83885,1.54,1.81
"1414","Region 9",201345,271,353,622,275,147,123,1520,86545,1.76,2.08
"1414","Region 9",201346,268,399,521,226,135,100,1381,81120,1.7,2.06
"1414","Region 9",201347,263,406,548,259,154,104,1471,84941,1.73,1.99
"1414","Region 9",201348,262,340,384,251,129,115,1219,58807,2.07,2.39
"1414","Region 9",201349,262,435,609,270,159,137,1610,84890,1.9,2.16
"1414","Region 9",201350,262,457,679,327,170,134,1767,80263,2.2,2.55
"1414","Region 9",201351,257,516,643,504,250,209,2122,78294,2.71,2.99
"1414","Region 9",201352,249,593,566,531,248,209,2147,54991,3.9,4.58
"1414","Region 9",201401,255,646,616,697,338,232,2529,64002,3.95,4.64
"1414","Region 9",201402,256,695,875,813,453,287,3123,85479,3.65,4.23
"1414","Region 9",201403,254,648,1071,826,392,340,3277,86452,3.79,4.31
"1414","Region 9",201404,249,762,1221,731,350,253,3317,81370,4.08,4.79
"1414","Region 9",201405,241,641,1147,708,384,244,3124,86559,3.61,4.1
"1414","Region 9",201406,246,602,961,539,334,267,2703,83925,3.22,3.67
"1414","Region 9",201407,237,566,802,473,292,214,2347,82432,2.85,3.32
"1414","Region 9",201408,232,506,647,430,229,173,1985,76954,2.58,3.22
"1414","Region 9",201409,224,501,645,388,251,184,1969,79778,2.47,2.95
"1414","Region 9",201410,216,387,569,324,232,159,1671,76190,2.19,2.63
"1414","Region 9",201411,207,335,427,263,156,153,1334,72311,1.84,2.12
"1414","Region 9",201412,194,266,424,194,123,110,1117,65480,1.71,2
"1414","Region 9",201413,175,145,221,102,69,62,599,53010,1.13,1.22
"1414","Region 9",201414,120,125,85,53,24,18,305,30729,0.99,0.91
"1414","Region 10",201340,46,12,34,17,8,2,73,15363,0.48,0.43
"1414","Region 10",201341,44,16,29,18,4,6,73,16201,0.45,0.41
"1414","Region 10",201342,49,27,40,10,8,4,89,16215,0.55,0.51
"1414","Region 10",201343,51,21,27,19,10,4,81,16301,0.5,0.51
"1414","Region 10",201344,50,19,31,23,8,4,85,16108,0.53,0.54
"1414","Region 10",201345,51,22,23,6,5,9,65,16240,0.4,0.38
"1414","Region 10",201346,51,19,40,13,9,2,83,15469,0.54,0.51
"1414","Region 10",201347,47,30,24,12,3,2,71,14581,0.49,0.47
"1414","Region 10",201348,52,22,22,16,8,1,69,10488,0.66,0.68
"1414","Region 10",201349,51,14,39,19,15,5,92,14324,0.64,0.66
"1414","Region 10",201350,51,25,43,39,15,7,129,14014,0.92,0.87
"1414","Region 10",201351,50,50,67,58,34,9,218,12006,1.82,1.52
"1414","Region 10",201352,51,107,90,109,54,22,382,8063,4.74,3.6
"1414","Region 10",201401,49,140,110,139,64,26,479,9599,4.99,3.99
"1414","Region 10",201402,51,101,174,182,93,26,576,14774,3.9,3.37
"1414","Region 10",201403,51,74,147,123,61,22,427,14425,2.96,2.76
"1414","Region 10",201404,53,63,120,89,36,15,323,13443,2.4,2.4
"1414","Region 10",201405,48,45,96,69,35,9,254,13533,1.88,1.75
"1414","Region 10",201406,50,46,71,61,26,10,214,12961,1.65,1.59
"1414","Region 10",201407,48,46,64,36,18,3,167,13179,1.27,1.24
"1414","Region 10",201408,48,49,59,33,13,3,157,12667,1.24,1.29
"1414","Region 10",201409,47,34,44,11,15,5,109,13861,0.79,0.67
"1414","Region 10",201410,48,30,60,27,12,11,140,18191,0.77,0.75
"1414","Region 10",201411,43,21,38,10,6,0,75,11679,0.64,0.62
"1414","Region 10",201412,38,40,31,13,5,2,91,10532,0.86,0.88
"1414","Region 10",201413,39,18,28,9,5,7,67,9838,0.68,0.67
"1414","Region 10",201414,31,40,28,6,2,5,81,8119,1,0.75
"1415","National",201340,2041,2987,3783,1856,643,451,9720,857169,1.13,1.16
"1415","National",201341,2066,3288,3943,1929,760,533,10453,860789,1.21,1.27
"1415","National",201342,2095,3487,3883,2014,788,497,10669,847420,1.26,1.32
"1415","National",201343,2096,3931,4493,2291,814,515,12044,876244,1.37,1.37
"1415","National",201344,2092,4049,4633,2356,931,531,12500,871371,1.43,1.47
"1415","National",201345,2092,4416,5045,2508,955,536,13460,877818,1.53,1.58
"1415","National",201346,2107,4623,4957,2691,978,577,13826,863570,1.6,1.59
"1415","National",201347,2071,4757,5522,3059,1077,578,14993,869173,1.72,1.72
"1415","National",201348,2041,4916,4280,3020,1054,639,13909,661082,2.1,2.1
"1415","National",201349,2053,5527,6552,4377,1548,863,18867,851911,2.21,2.16
"1415","National",201350,2040,5483,7027,4452,1593,799,19354,795571,2.43,2.37
"1415","National",201351,1992,6535,8392,6515,2270,934,24646,807433,3.05,3.18
"1415","National",201352,1980,7713,7389,7422,2837,1295,26656,606164,4.4,4.58
"1415","National",201401,2020,7487,6720,9131,3546,1757,28641,675077,4.24,4.29
"1415","National",201402,2042,6179,7821,8791,3553,1630,27974,803811,3.48,3.57
"1415","National",201403,2031,6065,9535,8065,3137,1595,28397,850782,3.34,3.36
"1415","National",201404,2039,5804,8748,6747,2587,1318,25204,777623,3.24,3.38
"1415","National",201405,2022,5115,8604,5973,2382,1190,23264,805822,2.89,3.12
"1415","National",201406,2029,4678,7602,5229,2232,1114,20855,802068,2.6,2.79
"1415","National",201407,1987,4154,6571,4417,1817,965,17924,767705,2.33,2.45
"1415","National",201408,1985,4194,5968,4247,1666,859,16934,799476,2.12,2.26
"1415","National",201409,1920,3893,5684,3636,1479,875,15567,818199,1.9,2.05
"1415","National",201410,1873,3695,5346,3372,1397,776,14586,767479,1.9,1.95
"1415","National",201411,1817,3476,4792,3076,1305,776,13425,770847,1.74,1.77
"1415","National",201412,1808,3645,5326,3118,1352,770,14211,767993,1.85,1.78
"1415","National",201413,1732,3361,5524,3114,1238,736,13973,757991,1.84,1.77
"1415","National",201414,1618,3322,5136,2953,1315,707,13433,723143,1.86,1.74
"1415","National",201415,1430,3008,4611,2520,1080,629,11848,662471,1.79,1.54
"1415","Region 1",201340,176,117,168,44,19,20,368,59819,0.62,0.62
"1415","Region 1",201341,179,126,194,39,15,16,390,60618,0.64,0.65
"1415","Region 1",201342,179,138,206,38,17,22,421,57316,0.73,0.74
"1415","Region 1",201343,171,164,163,33,18,13,391,56884,0.69,0.8
"1415","Region 1",201344,160,142,201,26,11,12,392,54973,0.71,0.92
"1415","Region 1",201345,158,128,206,41,26,25,426,55199,0.77,1
"1415","Region 1",201346,162,165,144,59,24,13,405,54550,0.74,0.68
"1415","Region 1",201347,159,145,153,42,28,17,385,54240,0.71,0.69
"1415","Region 1",201348,164,163,87,49,21,15,335,35911,0.93,0.92
"1415","Region 1",201349,161,153,160,65,29,32,439,53429,0.82,0.83
"1415","Region 1",201350,150,199,193,62,30,18,502,49010,1.02,1.04
"1415","Region 1",201351,151,221,160,80,30,26,517,45561,1.13,1.18
"1415","Region 1",201352,154,211,146,78,31,26,492,28608,1.72,1.53
"1415","Region 1",201401,156,214,116,111,36,30,507,29127,1.74,1.61
"1415","Region 1",201402,160,199,227,161,66,31,684,48344,1.41,1.39
"1415","Region 1",201403,156,260,313,184,69,34,860,49338,1.74,1.67
"1415","Region 1",201404,158,244,394,160,59,32,889,47285,1.88,1.88
"1415","Region 1",201405,159,249,501,155,62,32,999,54555,1.83,2.04
"1415","Region 1",201406,159,253,523,148,59,42,1025,49081,2.09,2.24
"1415","Region 1",201407,160,214,444,135,47,24,864,50887,1.7,1.77
"1415","Region 1",201408,158,188,298,138,55,18,697,44940,1.55,1.8
"1415","Region 1",201409,141,186,270,98,60,32,646,49468,1.31,1.61
"1415","Region 1",201410,140,157,313,80,38,29,617,47550,1.3,1.55
"1415","Region 1",201411,143,175,197,86,33,20,511,41494,1.23,1.45
"1415","Region 1",201412,138,183,287,93,44,28,635,45564,1.39,1.71
"1415","Region 1",201413,129,153,273,90,50,42,608,46396,1.31,1.64
"1415","Region 1",201414,131,162,333,100,58,33,686,46395,1.48,1.64
"1415","Region 1",201415,114,154,342,104,56,46,702,41224,1.7,1.69
"1415","Region 2",201340,290,639,655,327,122,76,1819,128217,1.42,1.62
"1415","Region 2",201341,297,642,547,281,127,68,1665,125221,1.33,1.67
"1415","Region 2",201342,307,769,556,255,125,64,1769,123588,1.43,1.94
"1415","Region 2",201343,307,854,642,350,126,60,2032,128083,1.59,1.68
"1415","Region 2",201344,310,897,696,308,136,62,2099,125400,1.67,2
"1415","Region 2",201345,313,1009,664,305,108,49,2135,123401,1.73,1.76
"1415","Region 2",201346,310,1045,670,245,112,67,2139,123281,1.74,1.51
"1415","Region 2",201347,309,1129,667,308,109,69,2282,120867,1.89,1.83
"1415","Region 2",201348,261,1216,610,292,96,62,2276,101138,2.25,2.03
"1415","Region 2",201349,265,1398,900,440,157,83,2978,129729,2.3,2.02
"1415","Region 2",201350,258,1284,879,333,135,64,2695,116051,2.32,1.78
"1415","Region 2",201351,247,1353,1003,511,149,72,3088,117606,2.63,2.23
"1415","Region 2",201352,249,1482,978,657,231,86,3434,101968,3.37,2.93
"1415","Region 2",201401,250,1250,835,850,296,125,3356,95902,3.5,3.34
"1415","Region 2",201402,251,1025,981,922,337,151,3416,119648,2.86,2.75
"1415","Region 2",201403,252,1056,1394,921,339,152,3862,123757,3.12,3.08
"1415","Region 2",201404,255,987,1129,801,273,132,3322,109617,3.03,2.96
"1415","Region 2",201405,257,857,1342,716,277,101,3293,116883,2.82,3.3
"1415","Region 2",201406,261,883,1317,691,288,107,3286,117054,2.81,3.44
"1415","Region 2",201407,257,747,1104,596,254,90,2791,109796,2.54,3.13
"1415","Region 2",201408,260,817,888,595,246,108,2654,117075,2.27,2.39
"1415","Region 2",201409,251,726,825,555,232,99,2437,119436,2.04,2.33
"1415","Region 2",201410,239,742,1073,536,234,94,2679,113395,2.36,2.24
"1415","Region 2",201411,227,785,1359,641,288,142,3215,120912,2.66,2.32
"1415","Region 2",201412,232,1062,1767,791,352,186,4158,121280,3.43,2.88
"1415","Region 2",201413,229,1086,2117,911,380,186,4680,126260,3.71,3.48
"1415","Region 2",201414,218,1060,1790,930,431,196,4407,120031,3.67,3.53
"1415","Region 2",201415,194,1014,1565,770,334,171,3854,113256,3.4,3.55
"1415","Region 3",201340,238,403,467,296,75,55,1296,120136,1.08,0.93
"1415","Region 3",201341,223,388,503,295,72,46,1304,112641,1.16,1.06
"1415","Region 3",201342,239,425,506,333,94,62,1420,116700,1.22,1.04
"1415","Region 3",201343,237,479,555,363,97,72,1566,118250,1.32,1.13
"1415","Region 3",201344,240,442,567,368,119,64,1560,117451,1.33,1.1
"1415","Region 3",201345,237,504,502,393,114,67,1580,118970,1.33,1.12
"1415","Region 3",201346,243,511,562,415,124,72,1684,117363,1.43,1.26
"1415","Region 3",201347,238,509,598,410,131,73,1721,117798,1.46,1.18
"1415","Region 3",201348,236,512,534,358,134,62,1600,90993,1.76,1.51
"1415","Region 3",201349,241,575,662,583,186,91,2097,119086,1.76,1.52
"1415","Region 3",201350,244,577,650,529,158,82,1996,106189,1.88,1.6
"1415","Region 3",201351,236,731,827,668,242,92,2560,108961,2.35,2.24
"1415","Region 3",201352,232,959,855,949,313,165,3241,98564,3.29,3.27
"1415","Region 3",201401,240,895,866,1449,529,243,3982,106493,3.74,3.6
"1415","Region 3",201402,241,674,1037,1736,582,250,4279,114800,3.73,3.21
"1415","Region 3",201403,238,756,1493,1746,677,219,4891,117830,4.15,3.33
"1415","Region 3",201404,242,713,1230,1639,529,242,4353,105891,4.11,3.46
"1415","Region 3",201405,238,636,1056,1366,503,206,3767,111395,3.38,3.06
"1415","Region 3",201406,235,458,956,1259,462,177,3312,109457,3.03,2.82
"1415","Region 3",201407,237,441,902,1047,393,152,2935,104549,2.81,2.41
"1415","Region 3",201408,237,448,892,1003,361,142,2846,119140,2.39,2.07
"1415","Region 3",201409,227,423,853,836,264,132,2508,113666,2.21,1.97
"1415","Region 3",201410,227,402,750,699,256,119,2226,109174,2.04,1.83
"1415","Region 3",201411,216,375,631,608,216,101,1931,115224,1.68,1.65
"1415","Region 3",201412,219,397,669,544,242,91,1943,111795,1.74,1.74
