"Release_Week","Region","Week","Sites_Reporting","Total_Patient_Visits","Total_ILI","Perc_Unweighted_ILI","Perc_Weighted_ILI"
"1042","Region 8",201041,87,36463,106,0.291,0.261
"1042","Region 8",201042,82,36284,116,0.32,0.306
"1042","Region 9",201040,143,45175,828,1.833,2.039
"1042","Region 9",201041,139,42137,880,2.088,2.334
"1042","Region 9",201042,117,31190,569,1.824,2.023
"1042","Region 10",201040,38,11644,59,0.507,0.512
"1042","Region 10",201041,35,10106,108,1.069,1.171
"1042","Region 10",201042,26,9067,81,0.893,1.02
"1043","National",201040,1593,667814,7648,1.145,1.118
"1043","National",201041,1590,660747,8460,1.28,1.29
"1043","National",201042,1519,671505,8573,1.277,1.313
"1043","National",201043,1294,578656,7568,1.308,1.275
"1043","Region 1",201040,121,46079,210,0.456,0.395
"1043","Region 1",201041,120,41131,259,0.63,0.603
"1043","Region 1",201042,123,43806,273,0.623,0.625
"1043","Region 1",201043,118,42525,278,0.654,0.688
"1043","Region 2",201040,126,104761,1159,1.106,0.911
"1043","Region 2",201041,125,104058,1373,1.319,1.091
"1043","Region 2",201042,87,100079,1311,1.31,1.159
"1043","Region 2",201043,59,93411,1273,1.363,1.226
"1043","Region 3",201040,194,92346,1029,1.114,1.04
"1043","Region 3",201041,194,92737,1247,1.345,1.461
"1043","Region 3",201042,186,98643,1227,1.244,1.175
"1043","Region 3",201043,158,89406,1158,1.295,1.046
"1043","Region 4",201040,380,149783,1764,1.178,0.971
"1043","Region 4",201041,375,147348,1939,1.316,1.096
"1043","Region 4",201042,357,148991,1995,1.339,1.124
"1043","Region 4",201043,320,119606,1943,1.625,1.288
"1043","Region 5",201040,209,75030,596,0.794,0.653
"1043","Region 5",201041,223,79644,730,0.917,0.773
"1043","Region 5",201042,207,87582,808,0.923,0.894
"1043","Region 5",201043,187,78132,708,0.906,0.899
"1043","Region 6",201040,177,73875,1516,2.052,1.87
"1043","Region 6",201041,171,73572,1449,1.969,1.872
"1043","Region 6",201042,178,74114,1561,2.106,2.011
"1043","Region 6",201043,139,59508,1163,1.954,1.81
"1043","Region 7",201040,81,19861,207,1.042,1.117
"1043","Region 7",201041,77,19604,211,1.076,1.154
"1043","Region 7",201042,76,20068,225,1.121,1.206
"1043","Region 7",201043,65,18582,170,0.915,1.236
"1043","Region 8",201040,85,38705,160,0.413,0.382
"1043","Region 8",201041,90,38161,109,0.286,0.244
"1043","Region 8",201042,88,38642,122,0.316,0.282
"1043","Region 8",201043,71,32932,106,0.322,0.344
"1043","Region 9",201040,180,55077,948,1.721,1.948
"1043","Region 9",201041,179,53875,1035,1.921,2.174
"1043","Region 9",201042,182,47573,956,2.01,2.202
"1043","Region 9",201043,144,37092,661,1.782,1.771
"1043","Region 10",201040,40,12297,59,0.48,0.48
"1043","Region 10",201041,36,10617,108,1.017,1.155
"1043","Region 10",201042,35,12007,95,0.791,0.977
"1043","Region 10",201043,33,7462,108,1.447,1.444
"1044","National",201040,1639,682439,7705,1.129,1.104
"1044","National",201041,1658,682293,8572,1.256,1.261
"1044","National",201042,1640,696493,8839,1.269,1.292
"1044","National",201043,1586,676731,8761,1.295,1.244
"1044","National",201044,1273,556267,7835,1.408,1.296
"1044","Region 1",201040,126,47379,210,0.443,0.384
"1044","Region 1",201041,126,43118,261,0.605,0.57
"1044","Region 1",201042,130,48726,277,0.568,0.549
"1044","Region 1",201043,132,50015,286,0.572,0.546
"1044","Region 1",201044,109,40866,283,0.693,0.672
"1044","Region 2",201040,131,105873,1159,1.095,0.907
"1044","Region 2",201041,130,105101,1377,1.31,1.083
"1044","Region 2",201042,126,105250,1315,1.249,1.091
"1044","Region 2",201043,122,104487,1318,1.261,1.145
"1044","Region 2",201044,75,90839,1337,1.472,0.923
"1044","Region 3",201040,197,93948,1029,1.095,1.009
"1044","Region 3",201041,199,94693,1250,1.32,1.413
"1044","Region 3",201042,197,102650,1280,1.247,1.166
"1044","Region 3",201043,187,98524,1312,1.332,1.196
"1044","Region 3",201044,169,85330,1171,1.372,1.568
"1044","Region 4",201040,390,151398,1771,1.17,0.966
"1044","Region 4",201041,389,150262,1961,1.305,1.09
"1044","Region 4",201042,375,152544,2014,1.32,1.111
"1044","Region 4",201043,379,147477,2161,1.465,1.257
"1044","Region 4",201044,318,126123,2245,1.78,1.501
"1044","Region 5",201040,215,78267,616,0.787,0.643
"1044","Region 5",201041,235,84743,747,0.881,0.742
"1044","Region 5",201042,220,83386,841,1.009,0.876
"1044","Region 5",201043,222,84626,855,1.01,0.84
"1044","Region 5",201044,176,66613,670,1.006,0.935
"1044","Region 6",201040,184,75386,1521,2.018,1.84
"1044","Region 6",201041,179,75222,1458,1.938,1.835
"1044","Region 6",201042,186,76026,1575,2.072,1.992
"1044","Region 6",201043,170,74793,1544,2.064,1.966
"1044","Region 6",201044,139,59081,1323,2.239,2.063
"1044","Region 7",201040,82,20870,207,0.992,1.029
"1044","Region 7",201041,78,20622,212,1.028,1.091
"1044","Region 7",201042,79,21339,227,1.064,1.115
"1044","Region 7",201043,76,23019,190,0.825,0.901
"1044","Region 7",201044,72,21079,153,0.726,0.852
"1044","Region 8",201040,85,39283,165,0.42,0.38
"1044","Region 8",201041,90,38666,112,0.29,0.242
"1044","Region 8",201042,89,39266,125,0.318,0.279
"1044","Region 8",201043,81,35990,137,0.381,0.365
"1044","Region 8",201044,79,34665,116,0.335,0.326
"1044","Region 9",201040,187,57477,953,1.658,1.926
"1044","Region 9",201041,192,58035,1051,1.811,2.091
"1044","Region 9",201042,200,54356,1060,1.95,2.18
"1044","Region 9",201043,180,49460,824,1.666,1.642
"1044","Region 9",201044,110,25458,438,1.72,1.423
"1044","Region 10",201040,42,12558,74,0.589,0.555
"1044","Region 10",201041,40,11831,143,1.209,1.262
"1044","Region 10",201042,38,12950,125,0.965,1.092
"1044","Region 10",201043,37,8340,134,1.607,1.458
"1044","Region 10",201044,26,6213,99,1.593,1.272
"1045","National",201040,1677,691015,7729,1.118,1.083
"1045","National",201041,1711,695661,8642,1.242,1.221
"1045","National",201042,1709,716127,8930,1.247,1.255
"1045","National",201043,1706,712278,9012,1.265,1.234
"1045","National",201044,1619,668434,9756,1.46,1.448
"1045","National",201045,1334,580114,8977,1.547,1.325
"1045","Region 1",201040,127,47599,210,0.441,0.383
"1045","Region 1",201041,128,43899,261,0.595,0.558
"1045","Region 1",201042,132,49590,277,0.559,0.535
"1045","Region 1",201043,136,51302,289,0.563,0.534
"1045","Region 1",201044,126,45713,289,0.632,0.596
"1045","Region 1",201045,116,36614,206,0.563,0.585
"1045","Region 2",201040,138,107046,1159,1.083,0.898
"1045","Region 2",201041,137,106539,1375,1.291,1.062
"1045","Region 2",201042,139,109830,1331,1.212,1.073
"1045","Region 2",201043,137,110444,1352,1.224,1.135
"1045","Region 2",201044,136,103445,1430,1.382,1.009
"1045","Region 2",201045,65,92487,1561,1.688,1.165
"1045","Region 3",201040,199,94026,1029,1.094,1.007
"1045","Region 3",201041,203,95517,1255,1.314,1.35
"1045","Region 3",201042,204,103684,1285,1.239,1.153
"1045","Region 3",201043,200,101165,1319,1.304,1.17
"1045","Region 3",201044,195,91165,1201,1.317,1.385
"1045","Region 3",201045,173,87182,1256,1.441,1.309
"1045","Region 4",201040,393,151645,1772,1.169,0.963
"1045","Region 4",201041,393,151123,1975,1.307,1.086
"1045","Region 4",201042,382,154444,2026,1.312,1.095
"1045","Region 4",201043,392,152166,2185,1.436,1.227
"1045","Region 4",201044,369,142709,2422,1.697,1.451
"1045","Region 4",201045,328,131549,2778,2.112,1.686
"1045","Region 5",201040,226,80526,632,0.785,0.655
"1045","Region 5",201041,248,87748,770,0.878,0.745
"1045","Region 5",201042,236,86735,862,0.994,0.869
"1045","Region 5",201043,242,89728,807,0.899,0.776
"1045","Region 5",201044,226,84872,944,1.112,1.018
"1045","Region 5",201045,189,69843,804,1.151,1.006
"1045","Region 6",201040,186,75718,1525,2.014,1.841
"1045","Region 6",201041,182,75614,1467,1.94,1.836
"1045","Region 6",201042,189,76464,1579,2.065,1.986
"1045","Region 6",201043,179,76620,1567,2.045,1.966
"1045","Region 6",201044,170,75517,1910,2.529,2.382
"1045","Region 6",201045,151,69229,1584,2.288,2.291
"1045","Region 7",201040,84,21226,207,0.975,1.004
"1045","Region 7",201041,81,21054,213,1.012,1.075
"1045","Region 7",201042,85,21948,233,1.062,1.096
"1045","Region 7",201043,85,24431,197,0.806,0.88
"1045","Region 7",201044,82,23471,161,0.686,0.813
"1045","Region 7",201045,68,19850,164,0.826,0.841
"1045","Region 8",201040,86,39336,163,0.414,0.376
"1045","Region 8",201041,91,38774,112,0.289,0.241
"1045","Region 8",201042,92,40179,129,0.321,0.278
"1045","Region 8",201043,84,36879,137,0.371,0.358
"1045","Region 8",201044,89,37704,131,0.347,0.325
"1045","Region 8",201045,75,33326,113,0.339,0.364
"1045","Region 9",201040,193,60413,957,1.584,1.811
"1045","Region 9",201041,205,62509,1071,1.713,1.957
"1045","Region 9",201042,211,59382,1080,1.819,2.039
"1045","Region 9",201043,209,59264,1019,1.719,1.788
"1045","Region 9",201044,188,54339,1130,2.08,2.256
"1045","Region 9",201045,137,32961,423,1.283,1.216
"1045","Region 10",201040,45,13480,75,0.556,0.491
"1045","Region 10",201041,43,12884,143,1.11,1.029
"1045","Region 10",201042,39,13871,128,0.923,0.964
"1045","Region 10",201043,42,10279,140,1.362,1.195
"1045","Region 10",201044,38,9499,138,1.453,1.141
"1045","Region 10",201045,32,7073,88,1.244,1.022
"1046","National",201040,1707,702878,7970,1.134,1.114
"1046","National",201041,1744,706431,8791,1.244,1.24
"1046","National",201042,1751,729181,9127,1.252,1.274
"1046","National",201043,1758,731742,9316,1.273,1.268
"1046","National",201044,1732,702612,10213,1.454,1.439
"1046","National",201045,1606,664470,10539,1.586,1.54
"1046","National",201046,1275,560252,9627,1.718,1.427
"1046","Region 1",201040,130,48402,209,0.432,0.371
"1046","Region 1",201041,131,44505,262,0.589,0.549
"1046","Region 1",201042,137,51081,288,0.564,0.539
"1046","Region 1",201043,140,52161,289,0.554,0.522
"1046","Region 1",201044,136,48299,295,0.611,0.553
"1046","Region 1",201045,133,43255,222,0.513,0.5
"1046","Region 1",201046,105,40708,286,0.703,0.73
"1046","Region 2",201040,141,107990,1210,1.12,1.125
"1046","Region 2",201041,140,107395,1429,1.331,1.28
"1046","Region 2",201042,142,110751,1378,1.244,1.232
"1046","Region 2",201043,142,111465,1403,1.259,1.329
"1046","Region 2",201044,144,104884,1489,1.42,1.206
"1046","Region 2",201045,120,102110,1633,1.599,1.003
"1046","Region 2",201046,107,101834,1847,1.814,1.058
"1046","Region 3",201040,201,95527,1099,1.15,1.05
"1046","Region 3",201041,204,96231,1255,1.304,1.332
"1046","Region 3",201042,206,104356,1286,1.232,1.142
"1046","Region 3",201043,202,102230,1319,1.29,1.149
"1046","Region 3",201044,201,98248,1319,1.343,1.256
"1046","Region 3",201045,185,94673,1386,1.464,1.324
"1046","Region 3",201046,152,86568,1333,1.54,1.284
"1046","Region 4",201040,401,156695,1798,1.147,0.94
"1046","Region 4",201041,403,155683,1999,1.284,1.062
"1046","Region 4",201042,392,158955,2051,1.29,1.07
"1046","Region 4",201043,403,156600,2215,1.414,1.197
"1046","Region 4",201044,388,149921,2548,1.7,1.445
"1046","Region 4",201045,375,142445,2957,2.076,1.661
"1046","Region 4",201046,321,137359,3563,2.594,1.966
"1046","Region 5",201040,231,81751,647,0.791,0.664
"1046","Region 5",201041,255,89459,786,0.879,0.749
"1046","Region 5",201042,247,89245,881,0.987,0.87
"1046","Region 5",201043,254,92124,905,0.982,0.881
"1046","Region 5",201044,244,88758,1001,1.128,1.051
"1046","Region 5",201045,225,81641,924,1.132,1.01
"1046","Region 5",201046,172,63150,620,0.982,0.923
"1046","Region 6",201040,187,76105,1603,2.106,1.94
"1046","Region 6",201041,183,75839,1514,1.996,1.894
"1046","Region 6",201042,191,76898,1663,2.163,2.09
"1046","Region 6",201043,183,77342,1649,2.132,2.058
"1046","Region 6",201044,178,77252,1927,2.494,2.347
"1046","Region 6",201045,174,82043,1956,2.384,2.41
"1046","Region 6",201046,126,40711,1197,2.94,2.705
"1046","Region 7",201040,87,21452,207,0.965,0.995
"1046","Region 7",201041,84,21392,218,1.019,1.089
"1046","Region 7",201042,88,22256,236,1.06,1.102
"1046","Region 7",201043,91,25517,200,0.784,0.854
"1046","Region 7",201044,90,24954,169,0.677,0.799
"1046","Region 7",201045,82,22384,188,0.84,0.866
"1046","Region 7",201046,70,19674,175,0.889,1.04
"1046","Region 8",201040,86,39414,163,0.414,0.376
"1046","Region 8",201041,91,38858,112,0.288,0.241
"1046","Region 8",201042,92,40271,129,0.32,0.278
"1046","Region 8",201043,85,37069,137,0.37,0.356
"1046","Region 8",201044,93,39150,132,0.337,0.316
"1046","Region 8",201045,82,36653,117,0.319,0.336
"1046","Region 8",201046,67,33331,126,0.378,0.401
"1046","Region 9",201040,196,61639,959,1.556,1.805
"1046","Region 9",201041,208,63688,1073,1.685,1.95
"1046","Region 9",201042,214,60943,1087,1.784,2.031
"1046","Region 9",201043,213,66485,1059,1.593,1.778
"1046","Region 9",201044,214,60291,1184,1.964,2.18
"1046","Region 9",201045,190,50690,1046,2.064,2.617
"1046","Region 9",201046,127,30984,377,1.217,1.101
"1046","Region 10",201040,47,13903,75,0.539,0.478
"1046","Region 10",201041,45,13381,143,1.069,0.984
"1046","Region 10",201042,42,14425,128,0.887,0.911
"1046","Region 10",201043,45,10749,140,1.302,1.142
"1046","Region 10",201044,44,10855,149,1.373,1.121
"1046","Region 10",201045,40,8576,110,1.283,1.159
"1046","Region 10",201046,28,5933,103,1.736,1.608
"1047","National",201040,1736,707898,8000,1.13,1.115
"1047","National",201041,1778,712648,8820,1.238,1.238
"1047","National",201042,1793,737199,9184,1.246,1.274
"1047","National",201043,1802,743864,9378,1.261,1.261
"1047","National",201044,1791,719444,10464,1.454,1.464
"1047","National",201045,1708,695865,11062,1.59,1.59
"1047","National",201046,1571,678907,11888,1.751,1.67
"1047","National",201047,1351,463818,9508,2.05,1.897
"1047","Region 1",201040,144,50688,212,0.418,0.359
"1047","Region 1",201041,146,47207,266,0.563,0.527
"1047","Region 1",201042,153,54280,293,0.54,0.517
"1047","Region 1",201043,157,55603,301,0.541,0.525
"1047","Region 1",201044,153,52145,298,0.571,0.534
"1047","Region 1",201045,152,48522,263,0.542,0.521
"1047","Region 1",201046,140,49967,340,0.68,0.693
"1047","Region 1",201047,121,32103,269,0.838,0.832
"1047","Region 2",201040,143,108068,1210,1.12,1.125
"1047","Region 2",201041,143,107481,1428,1.329,1.274
"1047","Region 2",201042,147,111083,1382,1.244,1.233
"1047","Region 2",201043,146,111618,1405,1.259,1.334
"1047","Region 2",201044,150,105881,1499,1.416,1.226
"1047","Region 2",201045,132,105599,1710,1.619,1.263
"1047","Region 2",201046,126,107508,1941,1.805,1.33
"1047","Region 2",201047,76,84769,1990,2.348,1.828
"1047","Region 3",201040,205,96865,1113,1.149,1.055
"1047","Region 3",201041,210,97965,1260,1.286,1.313
"1047","Region 3",201042,213,106139,1309,1.233,1.161
"1047","Region 3",201043,209,104086,1324,1.272,1.119
"1047","Region 3",201044,209,100207,1331,1.328,1.238
"1047","Region 3",201045,200,98600,1420,1.44,1.292
"1047","Region 3",201046,180,94057,1434,1.525,1.382
"1047","Region 3",201047,167,79873,1250,1.565,1.469
"1047","Region 4",201040,403,157219,1803,1.147,0.938
"1047","Region 4",201041,405,156154,2000,1.281,1.057
"1047","Region 4",201042,395,159546,2053,1.287,1.065
"1047","Region 4",201043,406,157111,2222,1.414,1.195
"1047","Region 4",201044,392,151380,2553,1.686,1.426
"1047","Region 4",201045,385,146180,2987,2.043,1.632
"1047","Region 4",201046,360,149461,3670,2.455,1.922
"1047","Region 4",201047,334,100761,3226,3.202,2.316
"1047","Region 5",201040,233,82085,648,0.789,0.663
"1047","Region 5",201041,256,89779,786,0.875,0.747
"1047","Region 5",201042,248,89543,883,0.986,0.871
"1047","Region 5",201043,256,92491,907,0.981,0.879
"1047","Region 5",201044,249,89947,1015,1.128,1.055
"1047","Region 5",201045,234,84702,961,1.135,1.019
"1047","Region 5",201046,213,78394,895,1.142,1.057
"1047","Region 5",201047,178,47676,580,1.217,0.955
"1047","Region 6",201040,187,76105,1603,2.106,1.94
"1047","Region 6",201041,184,76087,1514,1.99,1.888
"1047","Region 6",201042,193,77213,1669,2.162,2.092
"1047","Region 6",201043,185,77645,1653,2.129,2.059
"1047","Region 6",201044,182,77967,1979,2.538,2.398
"1047","Region 6",201045,184,83270,2007,2.41,2.444
"1047","Region 6",201046,166,76447,1881,2.461,2.409
"1047","Region 6",201047,133,45258,1115,2.464,2.235
"1047","Region 7",201040,87,21452,207,0.965,0.995
"1047","Region 7",201041,84,21392,218,1.019,1.089
"1047","Region 7",201042,88,22256,236,1.06,1.102
"1047","Region 7",201043,91,25517,200,0.784,0.854
"1047","Region 7",201044,91,25069,173,0.69,0.816
"1047","Region 7",201045,84,22967,279,1.215,1.27
"1047","Region 7",201046,79,22569,248,1.099,1.236
"1047","Region 7",201047,70,13532,124,0.916,0.914
"1047","Region 8",201040,86,39414,163,0.414,0.376
"1047","Region 8",201041,91,38858,112,0.288,0.241
"1047","Region 8",201042,92,40274,129,0.32,0.277
"1047","Region 8",201043,85,37072,137,0.37,0.356
"1047","Region 8",201044,94,39727,151,0.38,0.338
"1047","Region 8",201045,83,37243,134,0.36,0.357
"1047","Region 8",201046,75,35751,155,0.434,0.425
"1047","Region 8",201047,83,26070,106,0.407,0.421
"1047","Region 9",201040,197,61659,959,1.555,1.805
"1047","Region 9",201041,210,63858,1081,1.693,1.96
"1047","Region 9",201042,217,61903,1092,1.764,2.027
"1047","Region 9",201043,216,68843,1076,1.563,1.782
"1047","Region 9",201044,220,62767,1291,2.057,2.343
"1047","Region 9",201045,205,56353,1138,2.019,2.643
"1047","Region 9",201046,191,53707,1136,2.115,2.483
"1047","Region 9",201047,160,29968,738,2.463,3.207
"1047","Region 10",201040,51,14343,82,0.572,0.519
"1047","Region 10",201041,49,13867,155,1.118,1.037
"1047","Region 10",201042,47,14962,138,0.922,0.933
"1047","Region 10",201043,51,13878,153,1.102,1.022
"1047","Region 10",201044,51,14354,174,1.212,1.032
"1047","Region 10",201045,49,12429,163,1.311,1.284
"1047","Region 10",201046,41,11046,188,1.702,1.81
"1047","Region 10",201047,29,3808,110,2.889,2.63
"1048","National",201040,1750,716656,8010,1.118,1.107
"1048","National",201041,1792,720361,8831,1.226,1.231
"1048","National",201042,1809,746467,9208,1.234,1.267
"1048","National",201043,1823,754753,9412,1.247,1.25
"1048","National",201044,1828,732098,10532,1.439,1.45
"1048","National",201045,1771,716296,11154,1.557,1.555
"1048","National",201046,1714,722116,12334,1.708,1.645
"1048","National",201047,1631,535450,10831,2.023,1.876
"1048","National",201048,1385,589413,10311,1.749,1.489
"1048","Region 1",201040,145,50872,212,0.417,0.358
"1048","Region 1",201041,146,47382,266,0.561,0.524
"1048","Region 1",201042,154,54473,295,0.542,0.526
"1048","Region 1",201043,157,55773,301,0.54,0.521
"1048","Region 1",201044,154,52376,300,0.573,0.54
"1048","Region 1",201045,155,49252,263,0.534,0.512
"1048","Region 1",201046,149,53693,344,0.641,0.655
"1048","Region 1",201047,143,36141,273,0.755,0.744
"1048","Region 1",201048,129,45493,274,0.602,0.589
"1048","Region 2",201040,143,108068,1210,1.12,1.125
"1048","Region 2",201041,143,107481,1428,1.329,1.274
"1048","Region 2",201042,148,111127,1382,1.244,1.232
"1048","Region 2",201043,147,111652,1408,1.261,1.343
"1048","Region 2",201044,154,106297,1499,1.41,1.22
"1048","Region 2",201045,138,106216,1713,1.613,1.263
"1048","Region 2",201046,135,108692,1961,1.804,1.321
"1048","Region 2",201047,96,91201,2067,2.266,1.665
"1048","Region 2",201048,70,97874,2381,2.433,1.192
"1048","Region 3",201040,206,96906,1113,1.149,1.054
"1048","Region 3",201041,211,98007,1260,1.286,1.312
"1048","Region 3",201042,214,106178,1309,1.233,1.16
"1048","Region 3",201043,212,104296,1328,1.273,1.118
"1048","Region 3",201044,214,100915,1347,1.335,1.263
"1048","Region 3",201045,209,100972,1438,1.424,1.267
"1048","Region 3",201046,197,99015,1460,1.475,1.292
"1048","Region 3",201047,195,85469,1320,1.544,1.349
"1048","Region 3",201048,172,91417,1324,1.448,1.217
"1048","Region 4",201040,406,157685,1805,1.145,0.937
"1048","Region 4",201041,408,156484,2003,1.28,1.058
"1048","Region 4",201042,398,160056,2058,1.286,1.065
"1048","Region 4",201043,409,157552,2228,1.414,1.195
"1048","Region 4",201044,399,152320,2564,1.683,1.427
"1048","Region 4",201045,397,148426,3021,2.035,1.628
"1048","Region 4",201046,387,155715,3720,2.389,1.892
"1048","Region 4",201047,376,107993,3385,3.134,2.342
"1048","Region 4",201048,334,133272,3081,2.312,2.017
"1048","Region 5",201040,234,82180,648,0.789,0.662
"1048","Region 5",201041,257,89877,786,0.875,0.746
"1048","Region 5",201042,249,89685,883,0.985,0.87
"1048","Region 5",201043,259,93041,907,0.975,0.875
"1048","Region 5",201044,255,90924,1022,1.124,1.05
"1048","Region 5",201045,247,88442,973,1.1,0.988
"1048","Region 5",201046,239,85778,928,1.082,0.992
"1048","Region 5",201047,227,58374,736,1.261,1.056
"1048","Region 5",201048,187,60127,610,1.015,0.967
"1048","Region 6",201040,188,76462,1603,2.096,1.929
"1048","Region 6",201041,185,76275,1514,1.985,1.883
"1048","Region 6",201042,194,77613,1669,2.15,2.08
"1048","Region 6",201043,186,77995,1653,2.119,2.048
"1048","Region 6",201044,185,78887,1981,2.511,2.375
"1048","Region 6",201045,189,84639,2010,2.375,2.404
"1048","Region 6",201046,179,79359,1961,2.471,2.423
"1048","Region 6",201047,173,58167,1548,2.661,2.565
"1048","Region 6",201048,159,61407,1615,2.63,2.56
"1048","Region 7",201040,87,21452,207,0.965,0.995
"1048","Region 7",201041,85,21432,218,1.017,1.088
"1048","Region 7",201042,89,22308,236,1.058,1.101
"1048","Region 7",201043,92,25582,200,0.782,0.854
"1048","Region 7",201044,92,25144,173,0.688,0.815
"1048","Region 7",201045,86,23618,280,1.186,1.195
"1048","Region 7",201046,85,23630,252,1.066,1.166
"1048","Region 7",201047,82,14843,131,0.883,0.896
"1048","Region 7",201048,73,18199,187,1.028,1.244
"1048","Region 8",201040,88,41041,166,0.404,0.377
"1048","Region 8",201041,93,40480,115,0.284,0.244
"1048","Region 8",201042,94,41902,131,0.313,0.278
"1048","Region 8",201043,87,38956,141,0.362,0.356
"1048","Region 8",201044,96,41516,151,0.364,0.332
"1048","Region 8",201045,85,38876,136,0.35,0.355
"1048","Region 8",201046,79,38176,163,0.427,0.424
"1048","Region 8",201047,91,28374,113,0.398,0.41
"1048","Region 8",201048,83,37683,147,0.39,0.377
"1048","Region 9",201040,201,67566,964,1.427,1.767
"1048","Region 9",201041,214,68959,1085,1.573,1.92
"1048","Region 9",201042,221,68022,1106,1.626,1.984
"1048","Region 9",201043,222,75940,1091,1.437,1.723
"1048","Region 9",201044,227,69273,1320,1.906,2.26
"1048","Region 9",201045,213,62218,1152,1.852,2.532
"1048","Region 9",201046,218,65331,1349,2.065,2.562
"1048","Region 9",201047,210,49204,1113,2.262,2.934
"1048","Region 9",201048,146,37141,605,1.629,1.65
"1048","Region 10",201040,52,14424,82,0.568,0.518
"1048","Region 10",201041,50,13984,156,1.116,1.039
"1048","Region 10",201042,48,15103,139,0.92,0.934
"1048","Region 10",201043,52,13966,155,1.11,1.028
"1048","Region 10",201044,52,14446,175,1.211,1.033
"1048","Region 10",201045,52,13637,168,1.232,1.253
"1048","Region 10",201046,46,12727,196,1.54,1.616
"1048","Region 10",201047,38,5684,145,2.551,2.299
"1048","Region 10",201048,32,6800,87,1.279,0.869
"1049","National",201040,1757,718396,8057,1.122,1.116
"1049","National",201041,1800,722011,8875,1.229,1.242
"1049","National",201042,1820,749650,9286,1.239,1.278
"1049","National",201043,1837,758746,9469,1.248,1.258
"1049","National",201044,1848,738859,10618,1.437,1.454
"1049","National",201045,1811,728204,11287,1.55,1.558
"1049","National",201046,1772,740348,12733,1.72,1.669
"1049","National",201047,1752,564807,11431,2.024,1.877
"1049","National",201048,1657,685077,12592,1.838,1.719
"1049","National",201049,1343,544152,11192,2.057,1.821
"1049","Region 1",201040,145,50872,212,0.417,0.358
"1049","Region 1",201041,146,47382,266,0.561,0.524
"1049","Region 1",201042,154,54473,295,0.542,0.526
"1049","Region 1",201043,158,55824,301,0.539,0.521
"1049","Region 1",201044,155,52442,300,0.572,0.539
"1049","Region 1",201045,156,49303,263,0.533,0.511
"1049","Region 1",201046,151,53811,345,0.641,0.654
"1049","Region 1",201047,149,36799,273,0.742,0.735
"1049","Region 1",201048,147,50457,340,0.674,0.636
"1049","Region 1",201049,126,42039,330,0.785,0.66
"1049","Region 2",201040,143,108068,1210,1.12,1.125
"1049","Region 2",201041,143,107481,1428,1.329,1.274
"1049","Region 2",201042,150,111362,1382,1.241,1.23
